worker_id,worker_name,platform,city,delivery_type,age_group,experience_months,weekly_avg_earnings,subscription_status,risk_score,disruption_type,disruption_date,disruption_intensity,income_loss_percentage,claim_amount,claim_status,claim_approved_amount,days_worked_weekly,avg_delivery_distance_km,vehicle_type,zone_id,weather_condition,pollution_index,gps_accuracy_percent,claim_fraud_indicator,approval_date,payout_date,customer_rating,total_claims,premium_weekly,zone_safety_score
W1431,Manish Das,Zomato,Mumbai,Food Delivery,35-45,38,6973,active,46,Severe Waterlogging,2026-03-08,High,33,2301.09,approved,2301.09,5,3.0,Bicycle,Z015,Cloudy,High,99.1,false,2026-03-09,2026-03-10,4.4,0,109,63
W1432,Naveen Das,Zomato,Mumbai,Food Delivery,45-55,7,11543,active,58,Pollution Crisis,2026-03-05,Low,10,1154.3,rejected,0,3,4.2,Three-wheeler,Z044,Cloudy,High,98.1,false,2026-03-07,,4.9,1,194,62
W1433,Rohan Verma,Zomato,Hyderabad,Food Delivery,25-35,37,8203,active,38,App Downtime,2026-03-02,Medium,19,1558.57,approved,1558.57,5,2.5,Three-wheeler,Z073,Hazy,Very High,99.3,false,2026-03-03,2026-03-04,4.0,0,111,52
W1434,Arjun Das,Zomato,Bangalore,Food Delivery,25-35,20,8781,inactive,55,Street Closure,2026-03-31,High,29,2546.49,approved,2546.49,6,4.1,Two-wheeler,Z050,Stormy,Severe,97.7,false,2026-04-01,2026-04-02,4.7,0,174,60
W1435,Vinod Kumar,Zomato,Delhi,Food Delivery,20-25,32,10094,inactive,31,Curfew Enforcement,2026-03-08,Low,11,1110.34,rejected,0,5,4.5,Two-wheeler,Z031,Hazy,Severe,98.8,false,2026-03-10,,4.3,5,160,76
W1436,Priyanka Kumar,Zomato,Pune,Food Delivery,25-35,57,8489,suspended,40,Local Strike,2026-04-12,High,28,2376.92,approved,2376.92,4,3.6,Three-wheeler,Z033,Hazy,Severe,99.2,false,2026-04-13,2026-04-14,4.6,2,117,76
W1437,Ananya Gupta,Zomato,Kolkata,Food Delivery,25-35,36,7308,active,46,Extreme Rain,2026-03-01,Low,14,1023.12,approved,1023.12,6,2.2,Three-wheeler,Z060,Very Hazy,High,99.0,false,2026-03-02,2026-03-03,4.6,1,140,71
W1438,Divya Das,Zomato,Hyderabad,Food Delivery,25-35,33,6781,suspended,46,Street Strike,2026-04-01,Low,8,542.48,approved,542.48,3,3.1,Three-wheeler,Z072,Rainy,Medium,99.0,false,2026-04-02,2026-04-03,4.3,5,143,64
W1439,Nikita Singh,Zomato,Mumbai,Food Delivery,35-45,41,6808,active,52,Severe Weather,2026-03-19,Medium,25,1702.0,approved,1702.0,5,4.0,Two-wheeler,Z070,Clear,Medium,98.4,false,2026-03-20,2026-03-21,4.5,3,191,61
W1440,Nikita Gupta,Zomato,Pune,Food Delivery,20-25,14,7896,inactive,42,Extreme Heat Wave,2026-04-10,Very High,47,3711.12,approved,3711.12,3,2.7,Bicycle,Z017,Cloudy,Low,99.4,false,2026-04-11,2026-04-12,5.0,5,166,75
W1441,Arjun Sharma,Zomato,Pune,Food Delivery,45-55,52,9225,active,33,Pollution Spike,2026-03-08,Low,12,1107.0,rejected,0,5,2.4,Bicycle,Z084,Rainy,Low,99.9,false,2026-03-10,,4.2,4,158,61
W1442,Anjali Patel,Zomato,Kolkata,Food Delivery,25-35,52,11162,suspended,46,Severe Weather,2026-04-04,High,30,3348.6,approved,3348.6,6,5.0,Bicycle,Z062,Hazy,Severe,99.0,false,2026-04-05,2026-04-06,4.5,0,107,65
W1443,Divya Nair,Zomato,Pune,Food Delivery,35-45,21,5913,inactive,59,Severe Waterlogging,2026-03-11,Low,8,473.04,pending,0,4,4.1,Three-wheeler,Z062,Very Hazy,Severe,97.2,false,2026-03-13,,4.7,3,193,50
W1444,Kavya Nair,Zomato,Delhi,Food Delivery,25-35,59,9178,suspended,41,Pollution Event,2026-03-05,Very High,44,4038.32,rejected,0,7,2.0,Two-wheeler,Z099,Cloudy,Low,99.4,false,2026-03-07,,4.7,5,160,50
W1445,Isha Kumar,Zomato,Mumbai,Food Delivery,45-55,39,10862,active,46,Market Closure,2026-04-02,Very High,46,4996.52,pending,0,4,2.1,Three-wheeler,Z097,Cloudy,Low,98.7,false,2026-04-04,,4.2,4,134,69
W1446,Kavya Das,Zomato,Pune,Food Delivery,45-55,32,10104,active,49,Pollution Spike,2026-03-23,Low,15,1515.6,approved,1515.6,5,4.3,Three-wheeler,Z041,Very Hot,Medium,98.2,false,2026-03-24,2026-03-25,4.4,2,111,74
W1447,Arjun Nair,Zomato,Hyderabad,Food Delivery,45-55,43,6723,inactive,45,Street Closure,2026-03-23,Low,8,537.84,approved,537.84,5,2.7,Two-wheeler,Z097,Clear,Low,97.5,false,2026-03-24,2026-03-25,4.4,1,107,56
W1448,Rohan Das,Zomato,Delhi,Food Delivery,35-45,34,6324,active,30,Street Strike,2026-04-15,Low,15,948.6,approved,948.6,3,4.1,Two-wheeler,Z043,Rainy,Very High,98.5,false,2026-04-16,2026-04-17,4.6,2,159,62
W1449,Manish Rao,Zomato,Bangalore,Food Delivery,25-35,36,10726,suspended,48,Street Closure,2026-03-02,Low,13,1394.38,approved,1394.38,6,4.0,Three-wheeler,Z077,Clear,Medium,97.4,false,2026-03-03,2026-03-04,4.2,2,116,54
W1450,Naveen Rao,Zomato,Bangalore,Food Delivery,45-55,14,11833,active,45,Market Strike,2026-03-12,Medium,20,2366.6,pending,0,4,1.9,Two-wheeler,Z030,Cloudy,Very High,99.4,false,2026-03-14,,4.7,0,100,67
W1451,Isha Sharma,Zomato,Pune,Food Delivery,35-45,8,6174,suspended,44,Extreme Rain,2026-03-18,Medium,18,1111.32,approved,1111.32,4,3.9,Bicycle,Z081,Very Hazy,Severe,97.6,false,2026-03-19,2026-03-20,4.4,5,198,80
W1452,Ananya Patel,Zomato,Pune,Food Delivery,20-25,23,8307,active,44,Severe Waterlogging,2026-04-07,High,28,2325.96,rejected,0,6,3.5,Three-wheeler,Z070,Rainy,Very High,97.9,false,2026-04-09,,4.4,2,193,76
W1453,Kavya Singh,Zomato,Chennai,Food Delivery,45-55,45,9978,active,43,Heat Wave,2026-03-02,High,31,3093.18,approved,3093.18,6,2.2,Bicycle,Z055,Very Hazy,Severe,98.1,false,2026-03-03,2026-03-04,4.3,1,167,67
W1454,Isha Desai,Zomato,Bangalore,Food Delivery,45-55,49,10006,suspended,57,Flash Flood,2026-04-13,Medium,16,1600.96,approved,1600.96,3,2.3,Two-wheeler,Z077,Very Hazy,High,99.2,false,2026-04-14,2026-04-15,4.4,2,146,74
W1455,Ananya Kumar,Zomato,Delhi,Food Delivery,45-55,33,8058,suspended,50,Curfew Lockdown,2026-03-26,Low,14,1128.12,rejected,0,4,5.0,Three-wheeler,Z054,Very Hot,Low,99.5,false,2026-03-28,,4.6,4,154,57
W1456,Kavya Nair,Zomato,Pune,Food Delivery,20-25,20,8823,inactive,35,Heat Wave,2026-03-10,Very High,46,4058.58,approved,4058.58,4,1.9,Three-wheeler,Z073,Stormy,Very High,97.7,false,2026-03-11,2026-03-12,4.4,1,173,71
W1457,Aditya Verma,Zomato,Hyderabad,Food Delivery,35-45,6,6147,suspended,48,Severe Pollution,2026-03-21,High,38,2335.86,approved,2335.86,6,4.2,Bicycle,Z048,Clear,Low,98.4,false,2026-03-22,2026-03-23,4.5,0,106,54
W1458,Ananya Kumar,Zomato,Pune,Food Delivery,25-35,30,10000,inactive,37,Market Strike,2026-03-11,High,37,3700.0,rejected,0,4,4.0,Two-wheeler,Z022,Cloudy,Medium,97.8,false,2026-03-13,,4.5,4,127,69
W1459,Vikram Das,Zomato,Mumbai,Food Delivery,20-25,8,9441,active,39,Curfew Enforcement,2026-04-03,Very High,46,4342.86,approved,4342.86,6,2.2,Bicycle,Z020,Very Hot,High,97.9,true,2026-04-04,2026-04-05,4.4,4,173,70
W1460,Manoj Gupta,Zomato,Hyderabad,Food Delivery,35-45,11,8467,inactive,55,Heavy Rain,2026-04-09,Low,11,931.37,rejected,0,3,4.7,Three-wheeler,Z099,Cloudy,High,98.9,false,2026-04-11,,4.1,2,144,74
W1461,Anita Verma,Zomato,Chennai,Food Delivery,35-45,22,11988,inactive,55,Flash Flood,2026-04-14,Medium,23,2757.24,rejected,0,7,4.6,Bicycle,Z099,Stormy,High,97.4,false,2026-04-16,,4.0,2,149,63
W1462,Sanjay Singh,Zomato,Chennai,Food Delivery,45-55,34,5241,suspended,46,Severe Weather,2026-04-04,Medium,22,1153.02,approved,1153.02,4,4.4,Three-wheeler,Z006,Very Hazy,Very High,98.5,false,2026-04-05,2026-04-06,4.2,0,150,55
W1463,Karthik Kumar,Zomato,Bangalore,Food Delivery,45-55,23,7721,suspended,60,Market Closure,2026-03-11,High,32,2470.72,approved,2470.72,4,2.8,Bicycle,Z052,Very Hazy,High,97.5,false,2026-03-12,2026-03-13,4.2,0,187,61
W1464,Rahul Kumar,Zomato,Hyderabad,Food Delivery,20-25,6,8768,suspended,31,Flash Flood,2026-03-22,High,38,3331.84,pending,0,5,2.8,Two-wheeler,Z039,Very Hazy,Low,97.6,false,2026-03-24,,4.3,2,158,63
W1465,Isha Singh,Zomato,Chennai,Food Delivery,25-35,17,5448,inactive,31,App Crash,2026-03-16,Very High,45,2451.6,approved,2451.6,7,4.3,Bicycle,Z065,Cloudy,Low,98.9,false,2026-03-17,2026-03-18,4.0,2,115,60
W1466,Kavya Desai,Zomato,Bangalore,Food Delivery,35-45,14,11422,suspended,43,Local Strike,2026-04-15,Very High,40,4568.8,approved,4568.8,4,3.3,Three-wheeler,Z096,Rainy,Low,97.5,false,2026-04-16,2026-04-17,4.8,3,124,75
W1467,Kavya Kumar,Zomato,Mumbai,Food Delivery,25-35,60,6910,inactive,57,Pollution Event,2026-03-07,Low,13,898.3,pending,0,3,2.8,Bicycle,Z012,Very Hazy,High,98.8,true,2026-03-09,,4.6,1,151,70
W1468,Deepika Kumar,Zomato,Delhi,Food Delivery,20-25,48,11159,suspended,55,Street Closure,2026-03-15,Very High,48,5356.32,rejected,0,3,3.3,Bicycle,Z064,Rainy,Very High,97.0,false,2026-03-17,,4.6,4,118,69
W1469,Isha Patel,Zomato,Mumbai,Food Delivery,20-25,44,7961,active,34,Street Closure,2026-03-15,Medium,17,1353.37,approved,1353.37,4,2.5,Three-wheeler,Z021,Clear,Low,98.6,true,2026-03-16,2026-03-17,4.8,0,185,51
W1470,Isha Gupta,Zomato,Chennai,Food Delivery,35-45,39,9052,inactive,42,Flooding,2026-04-15,Very High,44,3982.88,pending,0,3,2.9,Two-wheeler,Z009,Cloudy,Medium,99.6,false,2026-04-17,,4.1,0,183,57
W1471,Neha Das,Zomato,Mumbai,Food Delivery,35-45,37,10019,active,35,Severe Waterlogging,2026-03-08,Very High,40,4007.6,approved,4007.6,7,1.8,Two-wheeler,Z086,Cloudy,Medium,99.5,false,2026-03-09,2026-03-10,4.6,1,186,69
W1472,Arjun Verma,Zomato,Mumbai,Food Delivery,35-45,28,9281,suspended,46,App Crash,2026-04-01,Medium,15,1392.15,rejected,0,4,2.3,Three-wheeler,Z085,Hazy,Severe,98.2,false,2026-04-03,,4.7,5,177,77
W1473,Sandeep Kumar,Zomato,Pune,Food Delivery,45-55,41,4896,inactive,41,Extreme Rain,2026-03-23,Medium,16,783.36,approved,783.36,4,4.1,Two-wheeler,Z055,Rainy,Severe,97.4,false,2026-03-24,2026-03-25,4.8,5,171,74
W1474,Rajesh Sharma,Zomato,Pune,Food Delivery,20-25,40,10246,active,52,Street Strike,2026-04-01,Low,12,1229.52,approved,1229.52,7,4.4,Three-wheeler,Z055,Very Hazy,High,97.8,false,2026-04-02,2026-04-03,4.9,0,151,50
W1475,Isha Rao,Zomato,Chennai,Food Delivery,45-55,22,7289,inactive,43,Street Strike,2026-04-05,Medium,25,1822.25,pending,0,7,4.7,Three-wheeler,Z074,Cloudy,Low,98.4,false,2026-04-07,,4.6,2,110,59
W1476,Kavya Desai,Zomato,Delhi,Food Delivery,45-55,47,8129,inactive,35,Heavy Pollution,2026-03-13,High,39,3170.31,rejected,0,6,3.6,Bicycle,Z045,Clear,Low,97.3,false,2026-03-15,,4.5,4,180,62
W1477,Divya Gupta,Zomato,Pune,Food Delivery,35-45,43,11927,active,34,App Downtime,2026-04-13,Very High,42,5009.34,pending,0,6,4.9,Two-wheeler,Z016,Stormy,Very High,98.1,true,2026-04-15,,4.7,3,155,50
W1478,Manoj Sharma,Zomato,Delhi,Food Delivery,45-55,36,9828,active,33,Pollution Crisis,2026-03-24,Very High,42,4127.76,rejected,0,6,4.4,Three-wheeler,Z006,Clear,Low,99.6,false,2026-03-26,,5.0,1,111,72
W1479,Kavya Rao,Zomato,Delhi,Food Delivery,25-35,27,5740,inactive,56,Zone Lockdown,2026-03-25,Low,8,459.2,pending,0,5,4.1,Bicycle,Z080,Hazy,Severe,98.1,false,2026-03-27,,4.5,0,146,80
W1480,Neha Rao,Zomato,Mumbai,Food Delivery,25-35,27,6131,active,36,Zone Lockdown,2026-03-08,High,36,2207.16,rejected,0,3,2.7,Bicycle,Z030,Hazy,Medium,97.7,false,2026-03-10,,4.7,5,115,50
W1481,Arjun Singh,Zomato,Hyderabad,Food Delivery,35-45,53,6353,suspended,33,App Downtime,2026-03-18,Low,12,762.36,approved,762.36,7,4.7,Three-wheeler,Z066,Clear,High,99.0,false,2026-03-19,2026-03-20,4.7,5,159,78
W1482,Manish Desai,Zomato,Pune,Food Delivery,20-25,54,5717,active,59,Severe Waterlogging,2026-03-28,Medium,18,1029.06,approved,1029.06,4,3.2,Bicycle,Z088,Cloudy,Severe,97.2,false,2026-03-29,2026-03-30,4.7,0,187,68
W1483,Rahul Patel,Zomato,Bangalore,Food Delivery,35-45,35,8754,suspended,54,App Downtime,2026-03-28,Medium,25,2188.5,approved,2188.5,5,3.3,Three-wheeler,Z037,Stormy,High,99.5,false,2026-03-29,2026-03-30,4.2,5,138,66
W1484,Kavya Nair,Zomato,Bangalore,Food Delivery,25-35,26,7046,inactive,53,Flooding Event,2026-03-09,High,31,2184.26,approved,2184.26,3,1.7,Three-wheeler,Z068,Cloudy,Severe,99.2,false,2026-03-10,2026-03-11,4.0,0,131,58
W1485,Ritika Rao,Zomato,Hyderabad,Food Delivery,45-55,16,4558,inactive,44,Pollution Crisis,2026-03-31,Very High,46,2096.68,rejected,0,3,3.4,Bicycle,Z070,Very Hot,High,97.9,false,2026-04-02,,4.8,3,110,73
W1486,Rohan Kumar,Zomato,Delhi,Food Delivery,20-25,49,11397,active,52,Severe Weather,2026-03-25,High,31,3533.07,approved,3533.07,5,4.2,Bicycle,Z018,Very Hot,Medium,97.3,false,2026-03-26,2026-03-27,4.0,2,191,78
W1487,Ananya Sharma,Zomato,Bangalore,Food Delivery,20-25,6,11096,inactive,32,Extreme Heat Wave,2026-03-19,High,29,3217.84,pending,0,7,2.8,Three-wheeler,Z046,Cloudy,Very High,97.9,false,2026-03-21,,4.2,4,178,77
W1488,Manish Singh,Zomato,Pune,Food Delivery,25-35,20,11206,active,58,Extreme Heat Wave,2026-04-07,Very High,42,4706.52,pending,0,6,4.4,Three-wheeler,Z004,Rainy,Low,99.2,true,2026-04-09,,4.2,5,138,57
W1489,Nikhil Sharma,Zomato,Delhi,Food Delivery,45-55,46,5063,suspended,46,Curfew Lockdown,2026-04-02,Low,15,759.45,pending,0,6,1.7,Bicycle,Z017,Rainy,High,98.7,false,2026-04-04,,4.5,2,127,64
W1490,Sneha Verma,Zomato,Chennai,Food Delivery,20-25,19,6256,active,35,Flooding Event,2026-03-12,Medium,24,1501.44,approved,1501.44,5,3.4,Three-wheeler,Z002,Hazy,Very High,97.6,false,2026-03-13,2026-03-14,5.0,5,194,78
W1491,Kavya Verma,Zomato,Hyderabad,Food Delivery,35-45,35,8363,suspended,57,Curfew Alert,2026-03-17,Low,15,1254.45,approved,1254.45,4,2.9,Three-wheeler,Z098,Hazy,Very High,97.0,false,2026-03-18,2026-03-19,5.0,3,191,54
W1492,Arjun Nair,Zomato,Mumbai,Food Delivery,25-35,13,9259,active,57,Heavy Traffic Jam,2026-04-02,Very High,48,4444.32,approved,4444.32,6,3.4,Three-wheeler,Z098,Very Hot,Medium,98.2,false,2026-04-03,2026-04-04,4.8,4,126,56
W1493,Rajesh Sharma,Zomato,Pune,Food Delivery,25-35,48,10729,active,58,Pollution Crisis,2026-03-26,Very High,40,4291.6,approved,4291.6,7,2.7,Two-wheeler,Z013,Clear,Medium,97.7,false,2026-03-27,2026-03-28,4.2,2,166,75
W1494,Pooja Desai,Zomato,Mumbai,Food Delivery,45-55,28,5303,active,60,Extreme Heat Wave,2026-03-12,Low,8,424.24,rejected,0,4,3.1,Bicycle,Z012,Very Hot,Low,97.9,false,2026-03-14,,4.7,1,148,58
W1495,Kavya Singh,Zomato,Pune,Food Delivery,35-45,43,7364,inactive,53,App Issue,2026-04-05,High,33,2430.12,approved,2430.12,3,3.7,Three-wheeler,Z074,Stormy,Medium,99.7,false,2026-04-06,2026-04-07,4.8,3,124,79
W1496,Nikita Rao,Zomato,Bangalore,Food Delivery,45-55,35,8003,suspended,45,Curfew Alert,2026-04-01,High,31,2480.93,approved,2480.93,7,3.0,Two-wheeler,Z100,Hazy,Low,98.4,false,2026-04-02,2026-04-03,4.1,2,128,74
W1497,Divya Kumar,Zomato,Bangalore,Food Delivery,45-55,60,5567,active,36,Street Strike,2026-04-08,Low,15,835.05,rejected,0,3,2.8,Two-wheeler,Z005,Rainy,Low,97.2,false,2026-04-10,,4.1,2,167,80
W1498,Rajesh Sharma,Zomato,Bangalore,Food Delivery,45-55,22,8591,suspended,35,App Crash,2026-03-05,High,25,2147.75,approved,2147.75,3,4.5,Bicycle,Z051,Rainy,Very High,99.3,false,2026-03-06,2026-03-07,4.8,5,177,50
W1499,Anjali Desai,Zomato,Delhi,Food Delivery,25-35,39,9918,active,42,Pollution Event,2026-04-09,Very High,47,4661.46,approved,4661.46,6,3.1,Two-wheeler,Z075,Cloudy,Very High,97.3,false,2026-04-10,2026-04-11,4.8,3,123,63
W1500,Anjali Verma,Zomato,Mumbai,Food Delivery,45-55,42,9135,inactive,35,Extreme Conditions,2026-03-18,High,40,3654.0,approved,3654.0,5,2.8,Bicycle,Z057,Very Hazy,Medium,97.5,false,2026-03-19,2026-03-20,4.5,0,114,71
W1501,Ritika Sharma,Zomato,Kolkata,Food Delivery,45-55,19,9622,active,53,App Issue,2026-03-27,Low,14,1347.08,pending,0,5,2.9,Bicycle,Z089,Very Hazy,Severe,98.2,false,2026-03-29,,4.0,4,143,71
W1502,Arjun Gupta,Zomato,Delhi,Food Delivery,45-55,59,11199,suspended,39,App Issue,2026-03-14,Medium,21,2351.79,approved,2351.79,5,4.6,Two-wheeler,Z022,Very Hot,Medium,97.4,false,2026-03-15,2026-03-16,4.8,5,154,78
W1503,Sanjay Desai,Zomato,Kolkata,Food Delivery,35-45,39,8140,suspended,53,Pollution Crisis,2026-03-25,High,33,2686.2,rejected,0,3,2.7,Bicycle,Z095,Clear,High,99.5,false,2026-03-27,,4.9,5,104,72
W1504,Rohan Sharma,Zomato,Kolkata,Food Delivery,25-35,34,8556,active,49,Market Closure,2026-03-01,High,37,3165.72,approved,3165.72,4,3.7,Three-wheeler,Z043,Rainy,Medium,98.3,false,2026-03-02,2026-03-03,4.3,0,198,80
W1505,Manish Nair,Zomato,Delhi,Food Delivery,25-35,18,10475,suspended,41,Severe Weather,2026-03-26,Medium,17,1780.75,pending,0,3,2.4,Bicycle,Z049,Hazy,Severe,97.1,false,2026-03-28,,4.8,0,160,57
W1506,Priyanka Verma,Zomato,Kolkata,Food Delivery,20-25,28,4510,suspended,58,Pollution Crisis,2026-03-14,Medium,19,856.9,approved,856.9,5,1.9,Bicycle,Z019,Very Hot,High,98.5,false,2026-03-15,2026-03-16,4.5,4,155,56
W1507,Manoj Sharma,Zomato,Chennai,Food Delivery,45-55,23,10166,inactive,57,Pollution Spike,2026-03-03,Medium,18,1829.88,approved,1829.88,6,2.2,Bicycle,Z080,Very Hot,High,97.3,false,2026-03-04,2026-03-05,4.1,0,190,80
W1508,Sanjay Sharma,Zomato,Mumbai,Food Delivery,20-25,17,9646,inactive,43,Heavy Rain,2026-03-31,Low,13,1253.98,approved,1253.98,6,2.5,Bicycle,Z034,Very Hazy,Very High,98.4,false,2026-04-01,2026-04-02,4.5,4,125,57
W1509,Priya Das,Zomato,Delhi,Food Delivery,25-35,26,8163,suspended,41,Extreme Heat Wave,2026-04-15,Very High,48,3918.24,pending,0,4,4.5,Two-wheeler,Z045,Cloudy,Medium,98.2,false,2026-04-17,,4.8,0,192,62
W1510,Kavya Gupta,Zomato,Chennai,Food Delivery,20-25,36,5197,suspended,57,Severe Weather,2026-04-14,Low,10,519.7,pending,0,4,2.3,Bicycle,Z052,Rainy,Medium,98.7,false,2026-04-16,,4.2,3,132,61
W1511,Arjun Desai,Zomato,Pune,Food Delivery,25-35,21,8581,inactive,59,Curfew Lockdown,2026-03-29,Low,13,1115.53,pending,0,3,3.2,Two-wheeler,Z098,Rainy,Very High,99.5,false,2026-03-31,,4.1,0,154,58
W1512,Amit Gupta,Zomato,Chennai,Food Delivery,35-45,34,8849,suspended,38,Curfew Lockdown,2026-03-13,Low,11,973.39,approved,973.39,7,4.4,Three-wheeler,Z060,Clear,Very High,99.7,false,2026-03-14,2026-03-15,4.7,5,186,50
W1513,Nikhil Sharma,Zomato,Chennai,Food Delivery,20-25,45,4581,active,33,Heavy Traffic Jam,2026-03-29,Medium,25,1145.25,rejected,0,5,2.4,Two-wheeler,Z055,Very Hot,Severe,97.9,false,2026-03-31,,4.5,2,133,58
W1514,Amit Nair,Zomato,Pune,Food Delivery,20-25,18,6025,suspended,31,Pollution Event,2026-04-10,High,38,2289.5,approved,2289.5,5,2.0,Bicycle,Z080,Stormy,Low,97.4,false,2026-04-11,2026-04-12,4.2,5,104,78
W1515,Rohan Desai,Zomato,Chennai,Food Delivery,25-35,7,9418,active,59,Extreme Heat,2026-03-23,Very High,45,4238.1,approved,4238.1,3,4.9,Two-wheeler,Z057,Very Hazy,Severe,97.3,false,2026-03-24,2026-03-25,4.3,0,123,71
W1516,Priyanka Verma,Zomato,Mumbai,Food Delivery,25-35,46,9491,inactive,36,Heavy Downpour,2026-04-05,High,25,2372.75,approved,2372.75,5,1.9,Two-wheeler,Z086,Very Hazy,Medium,99.0,true,2026-04-06,2026-04-07,5.0,3,166,54
W1517,Neha Sharma,Zomato,Kolkata,Food Delivery,25-35,9,11950,inactive,39,Curfew Lockdown,2026-03-19,Very High,43,5138.5,pending,0,5,3.1,Three-wheeler,Z077,Very Hot,Medium,98.7,false,2026-03-21,,4.9,1,134,76
W1518,Ritika Rao,Zomato,Hyderabad,Food Delivery,35-45,60,5193,suspended,35,Curfew Alert,2026-03-10,Medium,23,1194.39,approved,1194.39,6,4.8,Two-wheeler,Z076,Hazy,Low,98.5,false,2026-03-11,2026-03-12,4.9,2,182,64
W1519,Aditya Nair,Zomato,Delhi,Food Delivery,20-25,21,4939,suspended,33,Street Closure,2026-03-28,High,34,1679.26,approved,1679.26,7,3.1,Two-wheeler,Z087,Stormy,High,97.0,false,2026-03-29,2026-03-30,4.8,4,170,59
W1520,Isha Singh,Zomato,Pune,Food Delivery,25-35,47,6591,inactive,43,Local Strike,2026-03-19,Low,11,725.01,approved,725.01,3,3.1,Three-wheeler,Z077,Hazy,High,99.3,false,2026-03-20,2026-03-21,4.7,1,147,77
W1521,Ritika Nair,Zomato,Kolkata,Food Delivery,25-35,48,5749,inactive,44,App Crash,2026-03-22,High,39,2242.11,rejected,0,6,4.8,Three-wheeler,Z048,Very Hazy,Medium,98.1,false,2026-03-24,,4.1,1,165,64
W1522,Kavya Sharma,Zomato,Chennai,Food Delivery,20-25,7,8542,active,52,Heat Wave,2026-03-22,High,34,2904.28,pending,0,5,3.5,Bicycle,Z054,Very Hot,High,99.7,false,2026-03-24,,4.4,1,125,71
W1523,Sanjay Rao,Zomato,Pune,Food Delivery,20-25,15,7202,inactive,48,Extreme Heat,2026-03-22,Low,10,720.2,rejected,0,6,3.1,Bicycle,Z094,Stormy,Low,98.1,false,2026-03-24,,4.8,1,162,54
W1524,Manish Das,Zomato,Bangalore,Food Delivery,35-45,58,7513,active,52,Market Closure,2026-03-13,High,28,2103.64,rejected,0,3,1.7,Three-wheeler,Z047,Hazy,Severe,97.7,false,2026-03-15,,4.4,4,143,78
W1525,Deepika Das,Zomato,Mumbai,Food Delivery,25-35,19,7555,suspended,45,Local Strike,2026-03-27,Very High,48,3626.4,approved,3626.4,7,4.4,Bicycle,Z046,Stormy,Low,97.9,true,2026-03-28,2026-03-29,4.6,0,164,63
W1526,Neha Sharma,Zomato,Mumbai,Food Delivery,20-25,29,11960,inactive,51,Curfew Alert,2026-04-05,High,30,3588.0,approved,3588.0,7,3.1,Two-wheeler,Z029,Very Hot,Severe,98.1,false,2026-04-06,2026-04-07,4.8,4,187,80
W1527,Riya Singh,Zomato,Mumbai,Food Delivery,20-25,11,4773,inactive,41,App Downtime,2026-04-05,Medium,24,1145.52,approved,1145.52,3,1.9,Two-wheeler,Z023,Rainy,Medium,98.2,false,2026-04-06,2026-04-07,4.0,5,124,71
W1528,Riya Verma,Zomato,Bangalore,Food Delivery,20-25,17,11951,active,51,Market Strike,2026-03-16,Very High,48,5736.48,approved,5736.48,3,3.5,Bicycle,Z028,Very Hazy,High,97.8,false,2026-03-17,2026-03-18,4.5,3,198,64
W1529,Sneha Das,Zomato,Pune,Food Delivery,25-35,53,4564,suspended,37,Heat Wave,2026-04-02,Low,10,456.4,approved,456.4,4,4.1,Three-wheeler,Z056,Hazy,Very High,97.8,false,2026-04-03,2026-04-04,4.8,2,135,77
W1530,Priya Sharma,Zomato,Pune,Food Delivery,25-35,54,8554,suspended,56,Pollution Spike,2026-03-27,Medium,22,1881.88,pending,0,5,3.3,Bicycle,Z089,Very Hazy,Very High,98.3,false,2026-03-29,,4.3,4,121,59
W1531,Rahul Nair,Zomato,Pune,Food Delivery,35-45,22,7645,suspended,36,App Downtime,2026-04-06,High,32,2446.4,approved,2446.4,5,2.7,Three-wheeler,Z052,Hazy,Medium,97.6,false,2026-04-07,2026-04-08,4.0,1,180,62
W1532,Isha Kumar,Zomato,Delhi,Food Delivery,45-55,32,9969,suspended,32,Extreme Conditions,2026-03-08,Medium,17,1694.73,pending,0,4,2.4,Bicycle,Z081,Cloudy,Medium,97.8,false,2026-03-10,,4.5,1,106,57
W1533,Priyanka Verma,Zomato,Chennai,Food Delivery,20-25,30,10033,suspended,32,Flash Flood,2026-04-02,Very High,47,4715.51,approved,4715.51,7,4.9,Three-wheeler,Z065,Clear,Low,99.7,false,2026-04-03,2026-04-04,4.3,3,187,75
W1534,Karthik Gupta,Zomato,Pune,Food Delivery,45-55,38,7656,suspended,51,Extreme Rain,2026-03-04,High,35,2679.6,approved,2679.6,4,4.7,Bicycle,Z096,Very Hot,Very High,97.8,false,2026-03-05,2026-03-06,4.9,2,127,80
W1535,Aditya Verma,Zomato,Chennai,Food Delivery,35-45,32,5379,inactive,60,Pollution Spike,2026-03-23,Medium,19,1022.01,approved,1022.01,4,1.6,Three-wheeler,Z020,Rainy,Severe,98.3,false,2026-03-24,2026-03-25,4.5,0,147,54
W1536,Neha Verma,Zomato,Mumbai,Food Delivery,35-45,48,9885,active,55,Heavy Pollution,2026-03-27,High,28,2767.8,approved,2767.8,4,2.6,Bicycle,Z041,Rainy,Severe,97.3,false,2026-03-28,2026-03-29,5.0,1,123,72
